flight,elevation,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,latitude,longitude,day
0,29.0,23.62849998474121,15.2785005569458,18.276412963867188,0.0,23.01632,120.2342,361
0,34.0,21.895999908447266,13.595999717712402,17.458498001098633,0.20000000298023224,22.99049,120.2329,15
0,125.0,28.174001693725586,20.474000930786133,24.169836044311523,0.4000000059604645,24.185224,120.6155953,125
0,8.0,31.565500259399414,19.965499877929688,25.340499877929688,0.0,23.24572,120.2671,117
0,8.0,31.565000534057617,25.415000915527344,28.558752059936523,2.1999998092651367,23.02437,120.1941,159
0,20.0,31.690500259399414,25.390499114990234,28.628000259399414,0.9000000357627869,22.6411,120.3587,200
0,145.0,30.243999481201172,23.8439998626709,26.912750244140625,2.0,24.187095,120.610158,227
0,70.0,15.678999900817871,9.379000663757324,12.374833106994629,0.0,22.78771,120.6139,34
0,20.0,28.840499877929688,18.49049949645996,23.328001022338867,0.0,22.6411,120.3587,88
0,5.0,28.885000228881836,18.684999465942383,23.366247177124023,0.0,23.21925,120.2757,109
0,78.0,25.81100082397461,11.861000061035156,18.425582885742188,0.0,23.12335,120.4702,51
0,87.0,27.695499420166016,25.045499801635742,26.310081481933594,130.40000915527344,22.64334,120.6098,254
0,62.0,25.495500564575195,16.945499420166016,20.97675132751465,1.2000000476837158,23.4682,120.4837,89
0,33.0,31.102500915527344,26.752500534057617,28.821252822875977,0.9000000953674316,22.99437,120.2327,211
0,31.0,18.993999481201172,9.493999481201172,14.856499671936035,0.0,22.96617,120.2301,23
0,21.0,29.615501403808594,19.565500259399414,24.20508575439453,2.200000047683716,23.03354,120.3122,298
0,78.0,28.910999298095703,19.76099967956543,23.344331741333008,2.299999952316284,23.68266,120.5702,304
0,30.0,29.333999633789062,22.533998489379883,25.85066795349121,5.1999993324279785,25.08801,121.5921,145
0,145.0,30.29400062561035,24.79400062561035,27.094003677368164,8.699999809265137,24.187095,120.610158,228
0,7.0,25.92150115966797,15.871500015258789,20.996503829956055,0.0,23.04296,120.2161,98
0,145.0,30.04400062561035,23.643999099731445,26.548171997070312,4.700000286102295,24.187095,120.610158,244
0,76.0,26.49850082397461,15.048500061035156,19.554750442504883,0.0,24.07891,120.5504,67
0,32.0,29.259000778198242,22.60900115966797,25.384002685546875,8.500000953674316,22.9943,120.2325,145
0,51.0,21.99850082397461,15.798500061035156,18.163082122802734,5.299999713897705,23.71508,120.5388,4
0,175.0,26.197500228881836,15.997499465942383,19.90166664123535,0.30000001192092896,23.76833,120.7079,22
0,17.0,28.198999404907227,19.448999404907227,23.68025016784668,0.0,22.6264,120.2673,347
0,145.0,23.29400062561035,11.394000053405762,17.41483497619629,0.0,24.187095,120.610158,31
0,20.0,22.256000518798828,15.155999183654785,19.25600242614746,0.7000000476837158,22.55352,120.55,364
0,145.0,28.493999481201172,22.643999099731445,25.302337646484375,0.7000000476837158,24.187095,120.610158,160
0,97.0,28.480499267578125,23.730499267578125,25.453414916992188,24.30000114440918,22.6437,120.6109,280
0,31.0,25.793498992919922,13.693499565124512,19.887248992919922,0.0,22.88466,120.3331,82
0,70.0,31.27899932861328,20.229000091552734,24.926916122436523,0.4000000059604645,22.78797,120.614,71
0,218.0,25.708499908447266,17.458499908447266,20.821001052856445,0.20000000298023224,24.2034047070102,120.728536851181,346
0,60.0,25.59000015258789,17.190000534057617,21.081668853759766,3.6999998092651367,23.704804,120.554075,120
0,45.0,22.950000762939453,13.449999809265137,17.731252670288086,0.0,22.97199,120.3528,11
0,54.0,29.128999710083008,22.77899932861328,26.14983367919922,7.299999713897705,23.71063,120.5415,119
0,26.0,30.597999572753906,26.24799919128418,28.029251098632812,12.699999809265137,22.9911,120.2245,206
0,14.0,29.010000228881836,22.96000099182129,25.789169311523438,0.0,22.683351,120.307006,90
0,76.0,27.798500061035156,16.94849967956543,21.37766456604004,0.10000000149011612,24.07891,120.5504,56
0,26.0,22.83300018310547,10.433000564575195,17.11425018310547,0.0,23.00071,120.243,363
0,22.0,25.95800018310547,16.507999420166016,21.091333389282227,0.0,22.64532,120.3514,47
0,145.0,31.393999099731445,24.893999099731445,27.841917037963867,1.6999999284744263,24.187095,120.610158,221
0,29.0,26.110000610351562,19.90999984741211,22.67249870300293,0.0,22.615126,120.566297,334
0,68.0,26.04199981689453,16.392000198364258,21.202415466308594,0.0,22.78551,120.6096,35
0,51.0,36.048500061035156,23.898500442504883,28.82141876220703,0.4000000059604645,23.71508,120.5388,121
0,11.0,30.58799934387207,23.83799934387207,27.413000106811523,0.10000000149011612,22.58366,120.3603,124
0,97.0,31.530498504638672,19.930500030517578,25.255495071411133,0.30000001192092896,22.6437,120.6109,83
0,68.0,26.992000579833984,19.642000198364258,23.102415084838867,0.10000000149011612,22.78551,120.6096,301
0,51.0,32.048500061035156,26.148500442504883,28.827665328979492,0.7000000476837158,23.71508,120.5388,211
0,29.0,32.028499603271484,26.778499603271484,29.138917922973633,0.5,23.01632,120.2342,159
0,68.0,27.992000579833984,25.341999053955078,26.389915466308594,69.50000762939453,22.7853812,120.6094252,161
0,150.0,26.540498733520508,22.24049949645996,24.3592472076416,2.9000000953674316,23.773679,120.67292,286
0,78.0,29.861000061035156,16.361000061035156,22.23183250427246,0.0,23.12335,120.4702,20
0,170.0,31.989999771118164,22.639999389648438,26.929582595825195,1.0,23.756836,120.672469,120
0,15.0,31.35449981689453,25.054500579833984,27.43158531188965,21.80000114440918,23.03619,120.3011,165
0,8.0,27.198999404907227,23.198999404907227,25.14483070373535,7.0,22.648109,120.277094,138
0,54.0,30.578998565673828,24.928998947143555,27.114416122436523,1.100000023841858,23.71063,120.5415,242
0,125.0,20.724000930786133,13.673999786376953,16.290666580200195,0.10000000149011612,24.185224,120.6155953,90
0,77.0,21.535999298095703,13.28600025177002,15.825584411621094,1.2000000476837158,24.0735,120.7156,20
0,151.0,25.17099952697754,17.62099838256836,20.570999145507812,0.0,23.34264,120.4771,347
0,87.0,20.545499801635742,14.595499992370605,17.295499801635742,0.20000000298023224,22.64334,120.6098,6
0,21.0,29.965499877929688,24.515501022338867,26.80091667175293,9.0,23.01023,120.2459,232
0,150.0,22.590499877929688,15.39050006866455,18.469667434692383,0.0,23.773679,120.67292,297
0,14.0,29.10449981689453,21.054500579833984,24.719085693359375,0.0,22.98393,120.1857,312
0,128.0,28.204500198364258,21.35449981689453,24.39616584777832,7.799999713897705,24.1868848260145,120.614189568567,112
